text,cleaned_text,label,split,post_id
anyone that stands with sand niggers over america is a piece of shit that all,anyone stand sand nigger america piece shit,African,train,25772991_gab
<user> the edmund fitzgerald leaves for canada tomorrow morning all muzzies are welcome and it is free,user edmund fitzgerald leaf canada tomorrow morning muzzies welcome free,General,train,4508150_gab
that towel head is a dude i am almost sure i just threw up in my mouth a little,towel head dude almost sure threw mouth little,General,train,9701730_gab
imagine if there wasn t oil in the middle east there would be no dubais there would be no wealthy towel headed sand nigger ruling class because of oil muslim goat fckrs oops i meant herders get to hide in plain sight now they intend to take over the u.s.,imagine oil middle east would dubai would wealthy towel headed sand nigger ruling class oil muslim goat fckrs oops meant herder get hide plain sight intend take,African,train,17382306_gab
i post exactly how i talk in real life 🤣 country and ghetto,post exactly talk real life country ghetto,General,train,1231241038813126657_twitter
i bet overtly was invented by jews 🖕 😡 🖕,bet overtly invented jew,Jewish,train,27792370_gab
interesting stuff i will not lie with all the current talk of some blacks wanting to re segregate it hard to argue against most people think a militia enforced instant segregation when they hear the term white nationalism and that enforcement with violence is what scares them,interesting stuff lie current talk black wanting segregate hard argue people think militia enforced instant segregation hear term white nationalism enforcement violence scare,African,train,14685837_gab
no but mestizo spic sure is,mestizo spic sure,Hispanic,train,20447446_gab
why are only white nations being invaded buy non white immigrants,white nation invaded buy non white immigrant,White,train,18360243_gab
that his sister sheboon friend melissa is apparently dating some blonde dude,sister sheboon friend melissa apparently dating blonde dude,General,train,27513034_gab
in the <number> <number> zipper head and slope were pretty fashionable i do believe they covered the gambit of asians,number number zipper head slope pretty fashionable believe covered gambit asian,Asian,train,11574607_gab
bitches be with african niggas talkin about “ with papi 🥰 ” nah bitch you with baba 😫 😭,bitch african nigga talkin papi nah bitch baba,African,train,1257145287170306051_twitter
incredible how asians have been turning to shitlib ideologies they are traditionally bulwarks of confucian law order disgusting they should be executed,incredible asian turning shitlib ideology traditionally bulwark confucian law order disgusting executed,Asian,train,15646177_gab
that poor guy fucking mixer nigger grand kids that as bad as that fucking moron trump with his mixer jew grand kids,poor guy fucking mixer nigger grand kid bad fucking moron trump mixer jew grand kid,Jewish,train,20318172_gab
my family owned <number> but we also fought for the union i really wish they would make a real proposal for reparations at some point i would not be able to contain myself if once everything was calculated every nigger got like <money> 😂,family owned number also fought union really wish would make real proposal reparation point would able contain everything calculated every nigger got like money,African,train,20130934_gab
despite living in the same american neighborhood for decades i somehow managed to move to a muslim country i base this on having gone food shopping today in a store over run with hijab clad terrorists,despite living american neighborhood decade somehow managed move muslim country base gone food shopping today store run hijab clad terrorist,Muslim/Arab,train,7344450_gab
ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab 🐸 gtfo,as air lodi take every inch depravity master want give take lil faggot btw amendment applies everyone thin skinned boomer queer leftist like gab gtfo,General,train,20994284_gab
